ID,book,bk,ch,vs,field
GEN/23:13,GEN,1,23,13,"and speaketh unto Ephron in the ears of the people of the land, saying, `Only -- if thou wouldst hear me -- I have given the money of the field -- accept from me, and I bury my dead there.'"
GEN/23:14,GEN,1,23,14,"And Ephron answereth Abraham, saying to him,"
GEN/23:15,GEN,1,23,15,"`My lord, hear me: the land -- four hundred shekels of silver; between me and thee, what  it? -- thy dead bury.'"
GEN/23:16,GEN,1,23,16,"And Abraham hearkeneth unto Ephron, and Abraham weigheth to Ephron the silver which he hath spoken of in the ears of the sons of Heth, four hundred silver shekels, passing with the merchant."
GEN/23:17,GEN,1,23,17,"And established are the field of Ephron, which  in Machpelah, which  before Mamre, the field and the cave which  in it, and all the trees which `are' in the field, which `are' in all its border round about,"
GEN/23:18,GEN,1,23,18,"to Abraham by purchase, before the eyes of the sons of Heth, among all entering the gate of his city."
GEN/23:19,GEN,1,23,19,"And after this hath Abraham buried Sarah his wife at the cave of the field of Machpelah before Mamre (which  Hebron), in the land of Canaan;"
GEN/23:20,GEN,1,23,20,"and established are the field, and the cave which  in it, to Abraham for a possession of a burying-place, from the sons of Heth."
GEN/24:1,GEN,1,24,1,"And Abraham  old, he hath entered into days, and Yahweh hath blessed Abraham in all `things';"
GEN/24:2,GEN,1,24,2,"and Abraham saith unto his servant, the eldest of his house, who is ruling over all that he hath, `Put, I pray thee, thy hand under my thigh,"
GEN/24:3,GEN,1,24,3,"and I cause thee to swear by Yahweh, God of the heavens, and God of the earth, that thou dost not take a wife for my son from the daughters of the Canaanite, in the midst of whom I am dwelling;"
GEN/24:4,GEN,1,24,4,"but unto my land and unto my kindred dost thou go, and hast taken a wife for my son, for Isaac.'"
GEN/24:5,GEN,1,24,5,"And the servant saith unto him, `It may be the woman is not willing to come after me unto this land; do I at all cause thy son to turn back unto the land from whence thou camest out?'"
GEN/24:6,GEN,1,24,6,"And Abraham saith unto him, `Take heed to thyself, lest thou cause my son to turn back thither;"
GEN/24:7,GEN,1,24,7,"Yahweh, God of the heavens, who hath taken me from the house of my father, and from the land of my birth, and who hath spoken to me, and who hath sworn to me, saying, To thy seed I give this land, He doth send His messenger before thee, and thou hast taken a wife for my son from thence;"
GEN/24:8,GEN,1,24,8,"and if the woman be not willing to come after thee, then thou hast been acquitted from this mine oath: only my son thou dost not cause to turn back thither.'"
GEN/24:9,GEN,1,24,9,"And the servant putteth his hand under the thigh of Abraham his lord, and sweareth to him concerning this matter."
GEN/24:10,GEN,1,24,10,"And the servant taketh ten camels of the camels of his lord and goeth, also of all the goods of his lord in his hand, and he riseth, and goeth unto Aram-Naharaim, unto the city of Nahor;"
GEN/24:11,GEN,1,24,11,"and he causeth the camels to kneel at the outside of the city, at the well of water, at even-time, at the time of the coming out of the women who draw water."
GEN/24:12,GEN,1,24,12,"And he saith, `Yahweh, God of my lord Abraham, cause to meet, I pray Thee, before me this day -- (and do kindness with my lord Abraham;"
GEN/24:13,GEN,1,24,13,"lo, I am standing by the fountain of water, and daughters of the men of the city are coming out to draw water;"
GEN/24:14,GEN,1,24,14,"and it hath been, the young person unto whom I say, Incline, I pray thee, thy pitcher, and I drink, and she hath said, Drink, and I water also thy camels) -- her Thou hast decided for Thy servant, for Isaac; and by it I know that Thou hast done kindness with my lord.'"
GEN/24:15,GEN,1,24,15,"And it cometh to pass, before he hath finished speaking, that lo, Rebekah (who was born to Bethuel, son of Milcah, wife of Nahor, brother of Abraham) is coming out, and her pitcher on her shoulder,"
GEN/24:16,GEN,1,24,16,"and the young person  of very good appearance, a virgin, and a man hath not known her; and she goeth down to the fountain, and filleth her pitcher, and cometh up."
GEN/24:17,GEN,1,24,17,"And the servant runneth to meet her, and saith, `Let me swallow, I pray thee, a little water from thy pitcher;'"
GEN/24:18,GEN,1,24,18,"and she saith, `Drink, my lord;' and she hasteth, and letteth down her pitcher upon her hand, and giveth him drink."
GEN/24:19,GEN,1,24,19,"And she finisheth giving him drink, and saith, `Also for thy camels I draw till they have finished drinking;'"
GEN/24:20,GEN,1,24,20,"and she hasteth, and emptieth her pitcher into the drinking-trough, and runneth again unto the well to draw, and draweth for all his camels."
GEN/24:21,GEN,1,24,21,"And the man, wondering at her, remaineth silent, to know whether Yahweh hath made his way prosperous or not."
GEN/24:22,GEN,1,24,22,"And it cometh to pass when the camels have finished drinking, that the man taketh a golden ring (whose weight  a bekah), and two bracelets for her hands (whose weight  ten `bekahs' of gold),"
GEN/24:23,GEN,1,24,23,"and saith, `Whose daughter `art' thou? declare to me, I pray thee, is the house of thy father a place for us to lodge in?'"
GEN/24:24,GEN,1,24,24,"And she saith unto him, `I `am' daughter of Bethuel, son of Milcah, whom she hath borne to Nahor.'"
GEN/24:25,GEN,1,24,25,"She saith also unto him, `Both straw and provender `are' abundant with us, also a place to lodge in.'"
GEN/24:26,GEN,1,24,26,"And the man boweth, and doth obeisance to Yahweh,"
GEN/24:27,GEN,1,24,27,"and saith, `Blessed  Yahweh, God of my lord Abraham, who hath not left off His kindness and His truth with my lord; -- I `being' in the way, Yahweh hath led me to the house of my lord's brethren.'"
GEN/24:28,GEN,1,24,28,"And the young person runneth, and declareth to the house of her mother according to these words."
GEN/24:29,GEN,1,24,29,"And Rebekah hath a brother, and his name  Laban, and Laban runneth unto the man who  without, unto the fountain;"
GEN/24:30,GEN,1,24,30,"yea, it cometh to pass, when he seeth the ring, and the bracelets on the hands of his sister, and when he heareth the words of Rebekah his sister, saying, `Thus hath the man spoken unto me,' that he cometh in unto the man, and lo, he is standing by the camels by the fountain."
GEN/24:31,GEN,1,24,31,"And he saith, `Come in, O blessed one of Yahweh, why standest thou without, and I -- I have prepared the house and place for the camels!'"
GEN/24:32,GEN,1,24,32,"And he bringeth in the man into the house, and looseth the camels, and giveth straw and provender for the camels, and water to wash his feet, and the feet of the men who `are' with him:"
GEN/24:33,GEN,1,24,33,"and setteth before him to eat; but he saith, `I do not eat till I have spoken my word;' and he saith, `Speak.'"
GEN/24:34,GEN,1,24,34,"And he saith, `I `am' Abraham's servant;"
GEN/24:35,GEN,1,24,35,"and Yahweh hath blessed my lord exceedingly, and he is great; and He giveth to him flock, and herd, and silver, and gold, and men-servants, and maid-servants, and camels, and asses;"
GEN/24:36,GEN,1,24,36,"and Sarah, my lord's wife, beareth a son to my lord, after she hath been aged, and he giveth to him all that he hath."
GEN/24:37,GEN,1,24,37,"`And my lord causeth me to swear, saying, Thou dost not take a wife to my son from the daughters of the Canaanite, in whose land I am dwelling."
GEN/24:38,GEN,1,24,38,"If not -- unto the house of my father thou dost go, and unto my family, and thou hast taken a wife for my son."
GEN/24:39,GEN,1,24,39,"`And I say unto my lord, It may be the woman doth not come after me;"
GEN/24:40,GEN,1,24,40,"and he saith unto me, Yahweh, before whom I have walked habitually, doth send His messenger with thee, and hath prospered thy way, and thou hast taken a wife for my son from my family, and from the house of my father;"
GEN/24:41,GEN,1,24,41,"then art thou acquitted from my oath, when thou comest unto my family, and if they give not `one' to thee; then thou hast been acquitted from my oath."
GEN/24:42,GEN,1,24,42,"`And I come to-day unto the fountain, and I say, Yahweh, God of my lord Abraham, if Thou art, I pray Thee, making prosperous my way in which I am going --"
GEN/24:43,GEN,1,24,43,"(lo, I am standing by the fountain of water), then the virgin who is coming out to draw, and I have said unto her, Let me drink, I pray thee, a little water from thy pitcher,"
GEN/24:44,GEN,1,24,44,"and she hath said unto me, Both drink thou, and also for thy camels I draw -- she is the woman whom Yahweh hath decided for my lord's son."
GEN/24:45,GEN,1,24,45,"`Before I finish speaking unto my heart, then lo, Rebekah is coming out, and her pitcher on her shoulder, and she goeth down to the fountain, and draweth; and I say unto her, Let me drink, I pray thee,"
GEN/24:46,GEN,1,24,46,"and she hasteth and letteth down her pitcher from off her and saith, Drink, and thy camels also I water; and I drink, and the camels also she hath watered."
GEN/24:47,GEN,1,24,47,"`And I ask her, and say, Whose daughter `art' thou? and she saith, Daughter of Bethuel, son of Nahor, whom Milcah hath borne to him, and I put the ring on her nose, and the bracelets on her hands,"
GEN/24:48,GEN,1,24,48,"and I bow, and do obeisance before Yahweh, and I bless Yahweh, God of my lord Abraham, who hath led me in the true way to receive the daughter of my lord's brother for his son."
GEN/24:49,GEN,1,24,49,"`And now, if ye are dealing kindly and truly with my lord, declare to me; and if not, declare to me; and I turn unto the right or unto the left.'"
GEN/24:50,GEN,1,24,50,"And Laban answereth -- Bethuel also -- and they say, `The thing hath gone out from Yahweh; we are not able to speak unto thee bad or good;"
GEN/24:51,GEN,1,24,51,"lo, Rebekah  before thee, take and go, and she is a wife to thy lord's son, as Yahweh hath spoken.'"
GEN/24:52,GEN,1,24,52,"And it cometh to pass, when the servant of Abraham hath heard their words, that he boweth himself towards the earth before Yahweh;"
GEN/24:53,GEN,1,24,53,"and the servant taketh out vessels of silver, and vessels of gold, and garments, and giveth to Rebekah; precious things also he hath given to her brother and to her mother."
GEN/24:54,GEN,1,24,54,"And they eat and drink, he and the men who `are' with him, and lodge all night; and they rise in the morning, and he saith, `Send me to my lord;'"
GEN/24:55,GEN,1,24,55,"and her brother saith -- her mother also -- `Let the young person abide with us a week or ten days, afterwards doth she go.'"
GEN/24:56,GEN,1,24,56,"And he saith unto them, `Do not delay me, seeing Yahweh hath prospered my way; send me away, and I go to my lord;'"
GEN/24:57,GEN,1,24,57,"and they say, `Let us call for the young person, and ask at her mouth;'"
GEN/24:58,GEN,1,24,58,"and they call for Rebekah, and say unto her, `Dost thou go with this man?' and she saith, `I go.'"
GEN/24:59,GEN,1,24,59,"And they send away Rebekah their sister, and her nurse, and Abraham's servant, and his men;"
GEN/24:60,GEN,1,24,60,"and they bless Rebekah, and say to her, `Thou `art' our sister; become thou thousands of myriads, and thy seed doth possess the gate of those hating it.'"
GEN/24:61,GEN,1,24,61,"And Rebekah and her young women arise, and ride on the camels, and go after the man; and the servant taketh Rebekah and goeth."
GEN/24:62,GEN,1,24,62,"And Isaac hath come in from the entrance of the Well of the Living One, my Beholder; and he is dwelling in the land of the south,"
GEN/24:63,GEN,1,24,63,"and Isaac goeth out to meditate in the field, at the turning of the evening, and he lifteth up his eyes, and looketh, and lo, camels are coming."
GEN/24:64,GEN,1,24,64,"And Rebekah lifteth up her eyes, and seeth Isaac, and alighteth from off the camel;"
GEN/24:65,GEN,1,24,65,"and she saith unto the servant, `Who  this man who is walking in the field to meet us?' and the servant saith, `It  my lord;' and she taketh the veil, and covereth herself."
GEN/24:66,GEN,1,24,66,"And the servant recounteth to Isaac all the things that he hath done,"
GEN/24:67,GEN,1,24,67,"and Isaac bringeth her in unto the tent of Sarah his mother, and he taketh Rebekah, and she becometh his wife, and he loveth her, and Isaac is comforted after `the death of' his mother."
GEN/25:1,GEN,1,25,1,"And Abraham addeth and taketh a wife, and her name  Keturah;"
GEN/25:2,GEN,1,25,2,"and she beareth to him Zimran, and Jokshan, and Medan, and Midian, and Ishbak, and Shuah."
GEN/25:3,GEN,1,25,3,"And Jokshan hath begotten Sheba and Dedan; and the sons of Dedan were Asshurim, and Letushim, and Leummim;"
GEN/25:4,GEN,1,25,4,"and the sons of Midian `are' Ephah, and Epher, and Hanoch, and Abidah, and Eldaah: all these `are' sons of Keturah."
GEN/25:5,GEN,1,25,5,And Abraham giveth all that he hath to Isaac;
GEN/25:6,GEN,1,25,6,"and to the sons of the concubines whom Abraham hath, Abraham hath given gifts, and sendeth them away from Isaac his son (in his being yet alive) eastward, unto the east country."
GEN/25:7,GEN,1,25,7,"And these `are' the days of the years of the life of Abraham, which he lived, a hundred and seventy and five years;"
